232,283310
233,286924
234,280405
235,267665
236,259535
237,221954
238,232726
239,288230
240,289039
241,290187
242,293938
243,273494
244,224254
245,275377
246,291336
247,299386
248,299226
249,322523
250,269153
251,232175
252,242654
253,275001
254,304155
255,307035
256,323511
257,292640
258,254299
259,273777
260,314421
261,320349
262,314399
263,336707
264,293521
265,249147
266,277545
267,325167
268,315394
269,316246
270,326484
271,288629
272,251024
273,285078
274,330814
275,331105
276,325012
277,339778
278,302439
279,270648
280,311838
281,375265
282,362041
283,364236
284,383713
285,335959
286,313789
287,345148
288,381873
289,396978
290,403116
291,434181
292,377947
293,356949
294,436933
295,483756
296,474539
297,468248
298,522557
299,452605
300,417622
301,502243
302,542309
303,534874
304,523450
305,563262
306,487807
307,514502
308,518219
309,570884
310,571219
311,580308
312,566192
313,530224
314,452193
315,559870
316,612330
317,640832
318,623174
319,627135
320,548085
321,488151
322,547665
323,629727
324,629975
325,636028
326,632935
327,546427
328,481784
329,547631
330,609725
331,662823
332,593169
333,586652
334,525540
335,486280
336,547640
337,650897
338,672995
339,670871
340,662943
341,576189
342,520058
343,578287
344,677275
345,681930
346,665218
347,690911
348,592618
349,514960
350,621539
351,667736
352,737570
353,727099
354,685138
355,585122
356,537312
357,598481
358,674840
359,684086
360,599772
361,454961
362,452008
363,497221
364,589050
365,748459
366,759525
367,634138
368,576705
369,561694
370,570906
371,648312
372,806352
373,779204
374,807040
375,790748
376,681342
377,593895
378,654623
379,744339
380,729986
381,707804
382,731179
383,606946
384,526842
385,558239
386,633755
387,654613
388,619151
389,625566
390,524089
391,436663
392,505347
393,589969
394,591361
395,549092
396,558371
397,459496
398,379246
399,437344
400,498301
401,476721
402,469746
403,456500
404,384069
405,328297
406,358266
407,418069
408,423673
409,403035
410,402921
411,330020
412,291456
413,329770
414,377695
415,382089
416,372526
417,380247
418,345261
419,308305
420,349106
421,419584
422,421051
423,407289
424,403225
425,357271
426,308104
427,361838
428,423711
429,424463
430,426118
431,429158
432,366044
433,364220
434,369649
435,454710
436,469805
437,458768
438,477228
439,405975
440,365826
441,420652
442,527266
443,539066
444,523494
445,535874
446,479536
447,430362
448,499588
449,594925
450,607927
451,588081
452,608638
453,540820
454,474896
455,533047
456,644864
457,658487
458,637183
459,569228
460,553117
461,482893
462,563141
463,717628
464,751715
465,729699
466,753903
467,677494
468,610594
469,697569
470,805455
471,800022
472,793007
473,839535
474,757035
475,704242
476,756450
477,883195
478,894036
479,838091
480,856544
481,790830
482,693265
483,761929
484,876352
485,870946
486,862756
487,835749
488,750087
489,671810
490,723781
491,852559
492,836722
493,814956
494,816683
495,710626
496,629460
497,640696
498,753056
499,721246
500,686806
501,671261
502,605467
503,531002
504,560785
505,646248
506,634833
507,630966
508,590385
509,534236
510,445895
511,466412
512,552362
513,552198
514,526661
515,478825
516,459805
517,372046
518,390399
519,466331
520,485567
521,457174
522,395690
523,379261
524,308674
525,339415
526,386481
527,429672
528,418737
529,400886
530,361430
531,290134
532,314057
533,389965
534,417994
535,384338
536,391605
537,354503
538,294955
539,301571
540,408077
541,447987
542,404507
543,406712
544,368605
545,318630
546,344052
547,423911
548,417732
549,436644
550,425620
551,388884
552,345390
553,393994
554,485532
555,495756
556,647976
557,484569
558,438487
559,402013
560,478636
561,546819
562,577581
563,558995
564,551782
565,484755
566,437635
567,513061
568,549367
569,583018
570,588908
571,631454
572,498582
573,459387
574,590536
575,659097
576,667747
577,636918
578,626805
579,544262
580,496129
581,622704
582,677417
583,709503
584,683093
585,658825
586,598846
587,528173
588,601633
589,699040
590,711413
591,719601
592,659934
593,589593
594,538662
595,610263
596,711262
597,734469
598,703432
599,662770
600,580405
601,545947
602,628274
603,720654
604,721317
605,714802
606,660762
607,578203
608,508896
609,596460
610,674148
611,707437
612,666276
613,610480
614,532592
615,507165
616,529923
617,588796
618,606275
619,623789
620,558394
621,491929
622,457593
623,499480
624,565273
625,579600
626,571764
627,514931
628,572378
629,415212
630,461321
631,523851
632,524808
633,503298
634,468233
635,396538
636,376951
637,449407
638,480327
639,487671
640,478197
641,437018
642,352645
643,350023
644,417272
645,458167
646,467297
647,443936
648,421757
649,347556
650,341921
651,408219
652,434286
653,437074
654,443603
655,411432
656,345694
657,356749
658,429438
659,457443
660,464157
661,475513
662,426462
663,331767
664,324925
665,478033
666,511612
667,479592
668,500522
669,437379
670,338304
671,329047
672,495581
673,493499
674,519927
675,502969
676,459755
677,356405
678,373291
679,560506
680,543407
681,535359
682,496222
683,520630
684,409952
685,403024
686,615882
687,572065
688,448090
